Word,Subset-type,Speaker-ID,Chapter-ID,Segment-ID,Gender,Time-tag,Norm-factor
man,dev-clean,1673,143396,9,F,"[11.7, 12.0]",0.06407100481837387
and,dev-clean,1673,143396,9,F,"[12.0, 12.6]",0.08673185927952833
to,dev-clean,1673,143396,9,F,"[12.6, 12.8]",0.09533949191861328
impose,dev-clean,1673,143396,9,F,"[12.8, 13.1]",0.2587995805076177
a,dev-clean,1673,143396,9,F,"[13.1, 13.2]",0.06877352963137195
on,dev-clean,1673,143396,9,F,"[14.2, 14.4]",0.09034710972018514
the,dev-clean,1673,143396,9,F,"[14.4, 14.5]",0.03134085758444918
his,dev-clean,1673,143396,9,F,"[14.9, 15.1]",0.03685455051795319
friends,dev-clean,1673,143396,9,F,"[15.1, 15.5]",0.09115127282120053
enemies,dev-clean,1673,143396,9,F,"[15.5, 15.8]",0.06658606533928252
sure,dev-clean,1272,135031,18,M,"[1.4, 1.5]",0.06952176214749535
are,dev-clean,6345,93302,25,F,"[0.0, 0.4]",0.0891780153081915
you,dev-clean,6345,93302,25,F,"[0.4, 0.5]",0.045092765337463626
really,dev-clean,6345,93302,25,F,"[0.5, 0.7000000000000001]",0.04407575175136781
throw,dev-clean,6345,93302,25,F,"[1.0, 1.2]",0.1391694412270993
me,dev-clean,6345,93302,25,F,"[1.2, 1.3]",0.07217207046942561
over,dev-clean,6345,93302,25,F,"[1.3, 1.5]",0.129160790687203
for,dev-clean,6345,93302,25,F,"[1.5, 1.7000000000000002]",0.10766747414992964
thing,dev-clean,6345,93302,25,F,"[1.7000000000000002, 1.9]",0.051766297009348025
like,dev-clean,6345,93302,25,F,"[1.9, 2.0]",0.04217527586885539
this,dev-clean,6345,93302,25,F,"[2.0, 2.2]",0.07283106219950226
for,dev-clean,1919,142785,62,F,"[2.1, 2.5]",0.021783568836048213
of,dev-clean,1919,142785,62,F,"[2.9, 3.2]",0.0368846329172895
salmon,dev-clean,1919,142785,62,F,"[3.2, 3.7]",0.033182749698905015
it,dev-clean,6345,93302,20,F,"[0.9, 1.0]",0.056173192372794216
then,dev-clean,6345,93302,20,F,"[1.0, 1.7000000000000002]",0.04160431316043399
how,dev-clean,6345,93302,20,F,"[1.7000000000000002, 1.8]",0.10593980495884613
can,dev-clean,6345,93302,20,F,"[1.8, 2.0]",0.053756924871614764
I,dev-clean,6345,93302,20,F,"[2.0, 2.1]",0.11331348608980735
ever,dev-clean,6345,93302,20,F,"[2.1, 2.3]",0.22078943709406648
trust,dev-clean,6345,93302,20,F,"[2.3, 2.4]",0.1280664054508778
you,dev-clean,6345,93302,20,F,"[2.4, 2.8]",0.052906409036824434
I,dev-clean,174,50561,17,M,"[0.2, 0.6000000000000001]",0.00917768675983436
don't,dev-clean,174,50561,17,M,"[0.6000000000000001, 0.8]",0.026374590538671264
down,dev-clean,8297,275154,11,M,"[1.0, 1.2]",0.13212845090585332
The,dev-clean,8297,275154,11,M,"[1.2, 1.4]",0.11004378330781844
taking,dev-clean,8297,275154,11,M,"[1.9, 2.5]",0.06131213699297551
no,dev-clean,8297,275154,11,M,"[2.5, 2.7]",0.102867027460345
notice,dev-clean,8297,275154,11,M,"[2.7, 2.8]",0.08931148351283946
into,dev-clean,1462,170142,22,F,"[1.8, 2.1]",0.07112798666341268
his,dev-clean,1462,170142,22,F,"[2.1, 2.3]",0.056543212588061185
chair,dev-clean,1462,170142,22,F,"[2.3, 2.6]",0.060822905491329814
by,dev-clean,1462,170142,22,F,"[2.6, 2.8]",0.05148663176950196
the,dev-clean,1462,170142,22,F,"[2.8, 3.0]",0.036402645658694915
and,dev-clean,1919,142785,32,F,"[1.2, 1.4]",0.07423812222821276
if,dev-clean,1919,142785,32,F,"[1.4, 1.6]",0.07591212922405415
seasoning,dev-clean,1919,142785,32,F,"[2.6, 3.2]",0.10396636129391458
of,dev-clean,1919,142785,32,F,"[3.2, 3.3]",0.013416296791072913
cayenne,dev-clean,1919,142785,32,F,"[3.3, 3.6]",0.09046166495934492
when,dev-clean,1919,142785,32,F,"[3.6, 4.4]",0.04274177728820032
will,dev-clean,1919,142785,32,F,"[4.4, 4.6]",0.05872200286974106
ready,dev-clean,1919,142785,32,F,"[4.6, 4.9]",0.07566170324209069
and,dev-clean,6345,93302,29,F,"[0.9, 1.6]",0.07327510669336106
went,dev-clean,6345,93302,29,F,"[1.6, 1.8]",0.02586877655551278
South,dev-clean,6345,93302,29,F,"[1.8, 2.1]",0.055186106173279986
Africa,dev-clean,6345,93302,29,F,"[2.1, 2.2]",0.03750797204995978
never,dev-clean,6345,93302,29,F,"[3.3, 3.4]",0.10439322897796446
came,dev-clean,6345,93302,29,F,"[3.4, 3.7]",0.11778935762444702
home,dev-clean,6345,93302,29,F,"[3.7, 3.9]",0.046353394565917236
covered,dev-clean,6345,93302,29,F,"[3.9, 4.2]",0.05087277841100205
with,dev-clean,6345,93302,29,F,"[4.2, 4.5]",0.0590313168075238
medals,dev-clean,6345,93302,29,F,"[4.5, 4.9]",0.0942385190120104
and,dev-clean,6345,93302,29,F,"[4.9, 5.0]",0.019143041739747724
Glory,dev-clean,6345,93302,29,F,"[5.0, 5.4]",0.07210059049056781
which,dev-clean,6345,93302,29,F,"[5.4, 5.7]",0.021191565002851714
was,dev-clean,6345,93302,29,F,"[5.7, 5.9]",0.047080327383027226
rather,dev-clean,6345,93302,29,F,"[5.9, 6.1]",0.0710592533064986
his,dev-clean,6345,93302,29,F,"[6.1, 6.5]",0.07962997464205528
idea,dev-clean,6345,93302,29,F,"[6.5, 6.9]",0.053113465344888415
to,dev-clean,6345,93302,29,F,"[6.9, 7.3]",0.0050304631390179644
the,dev-clean,6345,93302,29,F,"[7.3, 7.5]",0.038983598054522534
few,dev-clean,6345,93302,29,F,"[7.5, 7.7]",0.06868210165576087
explanation,dev-clean,6345,93302,29,F,"[8.4, 8.6]",0.006846870743336097
have,dev-clean,6345,93302,29,F,"[9.5, 9.6]",0.020370778828168096
made,dev-clean,6345,93302,29,F,"[9.6, 9.8]",0.050902128583007474
and,dev-clean,6345,93302,29,F,"[10.5, 10.9]",0.02687302805937656
repaid,dev-clean,6345,93302,29,F,"[10.9, 11.3]",0.1102861944277938
her,dev-clean,6345,93302,29,F,"[11.3, 11.6]",0.060851469335261976
and,dev-clean,6345,93302,29,F,"[11.6, 11.8]",0.03951489959678388
past,dev-clean,6345,93302,29,F,"[12.5, 12.9]",0.022343476893391487
he,dev-clean,174,168635,16,M,"[0.30000000000000004, 0.7000000000000001]",0.02174584749258935
undressing,dev-clean,174,168635,16,M,"[3.4, 4.0]",0.042222084846135655
her,dev-clean,174,168635,16,M,"[4.0, 4.1]",0.04847970030178237
doll,dev-clean,174,168635,16,M,"[4.1, 4.5]",0.06307579179601074
her,dev-clean,174,168635,16,M,"[5.8, 6.1]",0.034044289000565546
prattle,dev-clean,174,168635,16,M,"[6.1, 6.4]",0.0748031792253117
are,dev-clean,174,50561,11,M,"[5.9, 6.0]",0.042789889021703865
last,dev-clean,174,50561,11,M,"[6.3, 6.6]",0.01972390683104148
time,dev-clean,174,50561,11,M,"[6.6, 6.8]",0.03199249385621849
accosted,dev-clean,174,50561,11,M,"[6.8, 7.7]",0.02152657716117906
by,dev-clean,174,50561,11,M,"[7.7, 7.8]",0.05411238660514624
the,dev-clean,174,50561,11,M,"[7.8, 8.0]",0.02364106511399033
singer,dev-clean,174,50561,11,M,"[8.0, 8.4]",0.014154430749746524
with,dev-clean,174,50561,11,M,"[8.4, 8.5]",0.007453936925297076
his,dev-clean,174,50561,11,M,"[8.5, 8.7]",0.01137383525973495
I,dev-clean,6345,64257,15,F,"[0.0, 0.30000000000000004]",0.02127825866807617
is,dev-clean,6345,64257,15,F,"[1.1, 1.2]",0.0586514001449104
this,dev-clean,6345,64257,4,F,"[0.2, 0.6000000000000001]",0.06108274501940637
was,dev-clean,6345,64257,4,F,"[0.6000000000000001, 0.8]",0.034970370593749675
as,dev-clean,6345,64257,4,F,"[1.1, 1.6]",0.03955734536070996
could,dev-clean,6345,64257,4,F,"[2.2, 2.3]",0.027241403892190645
recall,dev-clean,6345,64257,4,F,"[2.3, 2.7]",0.06685487721877761
it,dev-clean,6345,64257,4,F,"[2.7, 2.9]",0.05019089319796019
when,dev-clean,6345,64257,4,F,"[2.9, 3.1]",0.028981961974203274
she,dev-clean,6345,64257,4,F,"[3.1, 3.2]",0.047373605584831134
came,dev-clean,6345,64257,4,F,"[3.2, 3.4]",0.0500984576181636
from,dev-clean,6345,64257,4,F,"[4.7, 4.8]",0.06220891889671727
it,dev-clean,6345,64257,4,F,"[4.8, 5.0]",0.04838276090748455
with,dev-clean,6345,64257,4,F,"[5.0, 5.1]",0.08254881866723086
cry,dev-clean,6345,64257,4,F,"[5.1, 5.4]",0.04183211086374085
10,dev-clean,1272,141231,16,M,"[0.30000000000000004, 0.8]",0.16588376944849506
seconds,dev-clean,1272,141231,16,M,"[0.8, 1.3]",0.1709013224116422
Place,dev-clean,1919,142785,14,F,"[0.2, 0.8]",0.08445411393118461
in,dev-clean,1919,142785,14,F,"[1.2, 1.3]",0.08474803321898974
saucepan,dev-clean,1919,142785,14,F,"[1.3, 1.7000000000000002]",0.06486603845216876
of,dev-clean,1919,142785,14,F,"[1.7000000000000002, 2.0]",0.06450601527246637
boiling,dev-clean,1919,142785,14,F,"[2.0, 2.4]",0.05307687764249081
water,dev-clean,1919,142785,14,F,"[2.4, 2.5]",0.04374879673464368
well,dev-clean,1919,142785,14,F,"[3.7, 4.1]",0.10422010836754188
until,dev-clean,1919,142785,14,F,"[4.1, 4.5]",0.06194556086247045
but,dev-clean,1919,142785,14,F,"[4.8, 5.7]",0.034964340268464365
do,dev-clean,1919,142785,14,F,"[5.7, 5.9]",0.0887515205646872
not,dev-clean,1919,142785,14,F,"[5.9, 6.0]",0.13731023954345256
allow,dev-clean,1919,142785,14,F,"[6.0, 6.3]",0.12990190407868407
it,dev-clean,1919,142785,14,F,"[6.3, 6.4]",0.052210739459076096
to,dev-clean,1919,142785,14,F,"[6.4, 6.5]",0.03574757550848758
boil,dev-clean,1919,142785,14,F,"[6.5, 6.8]",0.061935123475137376
or,dev-clean,1919,142785,14,F,"[6.8, 7.1]",0.054539010977766825
curdle,dev-clean,1919,142785,14,F,"[7.3, 7.7]",0.05337285961803055
I,dev-clean,8297,275154,13,M,"[0.30000000000000004, 0.6000000000000001]",0.0473867441159142
will,dev-clean,8297,275154,13,M,"[0.6000000000000001, 0.8]",0.1378340367662878
do,dev-clean,8297,275154,13,M,"[0.8, 1.0]",0.09635343108330688
neither,dev-clean,8297,275154,13,M,"[1.0, 1.3]",0.10729762122215028
the,dev-clean,8297,275154,13,M,"[1.3, 1.5]",0.08337916138283069
one,dev-clean,8297,275154,13,M,"[1.5, 1.8]",0.08493720764032787
nor,dev-clean,8297,275154,13,M,"[1.8, 2.1]",0.02267242341133581
the,dev-clean,8297,275154,13,M,"[2.1, 2.4]",0.09630909423362688
other,dev-clean,8297,275154,13,M,"[2.4, 2.6]",0.09012821632114966
he's,dev-clean,1462,170138,16,F,"[0.0, 0.4]",0.07564981899909147
another,dev-clean,1462,170138,16,F,"[0.4, 0.6000000000000001]",0.11964400521162386
who's,dev-clean,1462,170138,16,F,"[0.6000000000000001, 0.9]",0.05648219385431338
awfully,dev-clean,1462,170138,16,F,"[0.9, 1.3]",0.04163217936373802
Keen,dev-clean,1462,170138,16,F,"[1.3, 1.5]",0.034188454474345285
let,dev-clean,1462,170138,16,F,"[2.0, 2.5]",0.044155481849331685
me,dev-clean,1462,170138,16,F,"[2.5, 2.6]",0.1270830297528555
introduce,dev-clean,1462,170138,16,F,"[2.6, 2.9]",0.10438809164769662
you,dev-clean,1462,170138,16,F,"[2.9, 3.2]",0.0652436625999454
among,dev-clean,5536,43358,4,M,"[0.30000000000000004, 0.9]",0.0585441526402728
us,dev-clean,5536,43358,4,M,"[0.9, 1.1]",0.06665891700875494
all,dev-clean,5536,43358,4,M,"[1.1, 1.2]",0.126769406792873
men,dev-clean,5536,43358,4,M,"[1.2, 1.5]",0.0719742162788589
were,dev-clean,5536,43358,4,M,"[1.5, 1.7000000000000002]",0.0716007872264117
sons,dev-clean,5536,43358,4,M,"[1.7000000000000002, 2.5]",0.06729217076171486
and,dev-clean,5536,43358,4,M,"[2.9, 3.0]",0.05285589456271295
stood,dev-clean,5536,43358,4,M,"[3.0, 3.2]",0.025522218893372892
erect,dev-clean,5536,43358,4,M,"[3.2, 3.6]",0.08933330495685464
as,dev-clean,5536,43358,4,M,"[3.6, 3.9]",0.03993850196031327
conscious,dev-clean,5536,43358,4,M,"[3.9, 4.4]",0.05034408164204631
divinity,dev-clean,5536,43358,4,M,"[4.8, 5.1]",0.06990258664491725
that,dev-clean,7976,105575,24,M,"[0.30000000000000004, 0.7000000000000001]",0.07740022610405017
night,dev-clean,7976,105575,24,M,"[0.7000000000000001, 1.1]",0.07441655682653604
I,dev-clean,7976,105575,24,M,"[1.1, 1.2]",0.08660069572408455
oak,dev-clean,7976,105575,24,M,"[2.5, 2.8]",0.04659856107948915
tree,dev-clean,7976,105575,24,M,"[2.8, 3.0]",0.037223911140634405
battlefield,dev-clean,7976,105575,24,M,"[3.2, 3.9]",0.04967581916520319
it's,dev-clean,1462,170142,15,F,"[0.0, 0.30000000000000004]",0.028126482432967892
unbearable,dev-clean,1462,170142,15,F,"[0.30000000000000004, 0.9]",0.13706430085308166
it,dev-clean,1462,170142,15,F,"[0.9, 1.4]",0.035020110654877916
tortures,dev-clean,1462,170142,15,F,"[1.4, 1.8]",0.09699967651570897
me,dev-clean,1462,170142,15,F,"[1.8, 2.0]",0.113016517367066
every,dev-clean,1462,170142,15,F,"[2.0, 2.3]",0.11545957545911555
minute,dev-clean,1462,170142,15,F,"[2.3, 2.4]",0.1235951303695535
she,dev-clean,1462,170142,9,F,"[0.1, 0.5]",0.0384247704651781
looked,dev-clean,1462,170142,9,F,"[0.5, 0.8]",0.1154810791440125
his,dev-clean,1462,170142,9,F,"[0.8, 1.0]",0.06885111907864
heavy,dev-clean,1462,170142,9,F,"[1.0, 1.3]",0.07263335109781217
shoulders,dev-clean,1462,170142,9,F,"[1.3, 1.8]",0.06492153937172551
and,dev-clean,1462,170142,9,F,"[1.8, 2.3]",0.0777116050750025
big,dev-clean,1462,170142,9,F,"[2.3, 2.4]",0.2193124129880747
determined,dev-clean,1462,170142,9,F,"[2.4, 3.1]",0.0765860708987348
head,dev-clean,1462,170142,9,F,"[3.1, 3.4]",0.056877691556597665
thrust,dev-clean,1462,170142,9,F,"[3.4, 4.0]",0.042263900105632295
forward,dev-clean,1462,170142,9,F,"[4.0, 4.3]",0.07786678549654692
like,dev-clean,1462,170142,9,F,"[4.3, 4.6]",0.07486786007765027
a,dev-clean,1462,170142,9,F,"[4.6, 4.7]",0.04323368927063195
catapult,dev-clean,1462,170142,9,F,"[4.7, 5.2]",0.05460664583870462
I,dev-clean,1462,170142,17,F,"[0.1, 0.4]",0.0444928814261842
get,dev-clean,1462,170142,17,F,"[0.4, 0.6000000000000001]",0.1481389674071968
nothing,dev-clean,1462,170142,17,F,"[0.6000000000000001, 0.9]",0.17764792134096188
but,dev-clean,1462,170142,17,F,"[0.9, 1.1]",0.14155306739063145
misery,dev-clean,1462,170142,17,F,"[1.1, 1.3]",0.16005722210996354
out,dev-clean,1462,170142,17,F,"[1.3, 1.6]",0.1076675242688106
of,dev-clean,1462,170142,17,F,"[1.6, 1.8]",0.0803008265330569
either,dev-clean,1462,170142,17,F,"[1.8, 2.0]",0.07190475420963126
you,dev-clean,8297,275154,22,M,"[0.30000000000000004, 0.8]",0.03198023846322219
can't,dev-clean,8297,275154,22,M,"[0.8, 1.2]",0.03959980618191895
at,dev-clean,1673,143397,18,F,"[0.2, 0.5]",0.06990476865676866
the,dev-clean,1673,143397,18,F,"[0.5, 0.7000000000000001]",0.02738487656964329
every,dev-clean,1673,143397,18,F,"[1.2, 1.8]",0.14816086209327006
throne,dev-clean,1673,143397,18,F,"[2.3, 2.7]",0.10571700919337544
was,dev-clean,1673,143397,18,F,"[2.7, 2.8]",0.02415435365489527
assaulted,dev-clean,1673,143397,18,F,"[2.8, 3.3]",0.10171160572602687
with,dev-clean,1673,143397,18,F,"[3.3, 3.4]",0.013070608370865777
go,dev-clean,7976,105575,18,M,"[0.2, 0.6000000000000001]",0.03596434697169003
back,dev-clean,7976,105575,18,M,"[0.6000000000000001, 0.8]",0.10260902522526176
to,dev-clean,7976,105575,18,M,"[0.8, 0.9]",0.0239403173752122
said,dev-clean,7976,105575,18,M,"[1.7000000000000002, 1.9]",0.029342679317816138
smiling,dev-clean,7976,105575,18,M,"[1.9, 2.5]",0.02684858338637725
pepper,dev-clean,1919,142785,0,F,"[1.8, 2.2]",0.05341295405730653
and,dev-clean,6345,93302,26,F,"[0.2, 0.6000000000000001]",0.035244766967015145
the,dev-clean,6345,93302,26,F,"[1.4, 1.6]",0.05255972223277978
marble,dev-clean,6345,93302,26,F,"[1.6, 2.0]",0.07889609936029597
tables,dev-clean,6345,93302,26,F,"[2.0, 2.4]",0.07388779739519592
and,dev-clean,6345,93302,26,F,"[2.4, 2.5]",0.0167079265482306
the,dev-clean,6345,93302,26,F,"[2.8, 2.9]",0.0265003786057706
a,dev-clean,6345,93302,26,F,"[4.0, 4.1]",0.03592548063276494
exit,dev-clean,6345,93302,26,F,"[4.5, 4.9]",0.06448919954854485
the,dev-clean,1919,142785,4,F,"[0.8, 0.9]",0.13189838604167578
yolks,dev-clean,1919,142785,4,F,"[0.9, 1.3]",0.08348475030618882
them,dev-clean,1919,142785,4,F,"[3.5, 3.8]",0.09079767501677204
to,dev-clean,1919,142785,4,F,"[3.8, 4.0]",0.07472305933108603
the,dev-clean,1919,142785,4,F,"[4.0, 4.1]",0.0582098398559505
sauce,dev-clean,1919,142785,4,F,"[4.1, 4.5]",0.08612268587806013
but,dev-clean,1919,142785,4,F,"[4.5, 5.2]",0.04782719749036321
do,dev-clean,1919,142785,4,F,"[5.2, 5.3]",0.10653053779027752
not,dev-clean,1919,142785,4,F,"[5.3, 5.5]",0.15780176422879685
allow,dev-clean,1919,142785,4,F,"[5.5, 5.8]",0.1109368249001384
it,dev-clean,1919,142785,4,F,"[5.8, 5.9]",0.05107906001324245
to,dev-clean,1919,142785,4,F,"[5.9, 6.0]",0.04111537796334936
other,dev-clean,174,168635,9,M,"[2.3, 2.4]",0.024617514536728825
seasonable,dev-clean,1919,142785,9,F,"[0.30000000000000004, 1.1]",0.09633131800536546
this,dev-clean,1919,142785,9,F,"[1.1, 2.3]",0.06939147909056964
June,dev-clean,1919,142785,9,F,"[3.5, 4.0]",0.07579505632036898
July,dev-clean,1919,142785,9,F,"[4.0, 4.2]",0.06492475781819462
or,dev-clean,1919,142785,9,F,"[4.2, 4.7]",0.06146980407377242
August,dev-clean,1919,142785,9,F,"[4.7, 5.3]",0.03271283410581444
look,dev-clean,6345,93306,7,F,"[0.2, 0.7000000000000001]",0.08875218221392875
here,dev-clean,6345,93306,7,F,"[0.7000000000000001, 0.9]",0.03693677436353797
he,dev-clean,6345,93306,7,F,"[0.9, 1.0]",0.01985135766477832
said,dev-clean,6345,93306,7,F,"[1.0, 1.1]",0.04265826527194869
this,dev-clean,6345,93306,7,F,"[1.1, 1.4]",0.03421185010550113
is,dev-clean,6345,93306,7,F,"[1.4, 1.5]",0.0225541150484676
all,dev-clean,6345,93306,7,F,"[1.5, 1.7000000000000002]",0.07536736018976767
know,dev-clean,6345,93306,7,F,"[2.3, 2.4]",0.03581460302207586
out,dev-clean,6345,93306,7,F,"[2.9, 3.4]",0.05935067365605357
what,dev-clean,6345,93306,7,F,"[4.1, 4.6]",0.028896894604329083
is,dev-clean,6345,93306,7,F,"[4.6, 4.7]",0.0723628969397874
let,dev-clean,8297,275154,23,M,"[0.30000000000000004, 0.7000000000000001]",0.05156126038642738
what,dev-clean,8297,275154,23,M,"[1.1, 1.2]",0.06534467179364646
it,dev-clean,8297,275154,23,M,"[1.2, 1.3]",0.05585299028470262
is,dev-clean,8297,275154,23,M,"[1.3, 1.4]",0.07952263743375518
first,dev-clean,8297,275154,23,M,"[1.4, 1.6]",0.04503380428369405
I'm,dev-clean,8297,275154,18,M,"[0.30000000000000004, 0.7000000000000001]",0.07809771289905644
afraid,dev-clean,8297,275154,18,M,"[0.7000000000000001, 1.1]",0.07931229321533018
he,dev-clean,8297,275154,18,M,"[1.1, 1.5]",0.03613280387746218
said,dev-clean,8297,275154,18,M,"[1.5, 1.9]",0.05588959121096908
only,dev-clean,174,168635,4,M,"[0.30000000000000004, 0.9]",0.07784329066226431
as,dev-clean,174,168635,4,M,"[0.9, 1.3]",0.037030860846507176
he,dev-clean,174,168635,4,M,"[1.3, 1.6]",0.034052028285735815
was,dev-clean,174,168635,4,M,"[1.6, 1.8]",0.03601065133778378
fifty,dev-clean,174,168635,4,M,"[2.3, 2.8]",0.0296037433985882
years,dev-clean,174,168635,4,M,"[4.2, 4.5]",0.03747314987279506
of,dev-clean,174,168635,4,M,"[4.5, 4.7]",0.03625746991097629
might,dev-clean,174,168635,4,M,"[6.0, 6.3]",0.06803805103363753
have,dev-clean,174,168635,4,M,"[6.3, 6.5]",0.01925782472529565
been,dev-clean,174,168635,4,M,"[6.5, 6.6]",0.04542314271942438
whole,dev-clean,174,168635,4,M,"[7.3, 7.5]",0.034614851540297545
course,dev-clean,174,168635,4,M,"[7.5, 7.9]",0.045542811310464434
together,dev-clean,174,168635,4,M,"[9.6, 9.8]",0.01832580275777751
sort,dev-clean,174,168635,4,M,"[10.8, 11.1]",0.05248033510610098
the,dev-clean,174,168635,17,M,"[0.30000000000000004, 0.7000000000000001]",0.06811198882555614
best,dev-clean,174,168635,17,M,"[0.7000000000000001, 1.1]",0.06530763914985822
us,dev-clean,174,168635,17,M,"[1.1, 1.2]",0.08859461710943786
from,dev-clean,174,168635,17,M,"[2.4, 2.6]",0.04208736412719415
egotistical,dev-clean,174,168635,17,M,"[2.6, 3.5]",0.03156874374410557
thoughts,dev-clean,174,168635,17,M,"[3.5, 4.0]",0.0442726341591582
after,dev-clean,8297,275154,7,M,"[0.2, 0.7000000000000001]",0.06206498974739115
Separation,dev-clean,8297,275154,7,M,"[1.1, 1.5]",0.07726507368629508
he,dev-clean,8297,275154,7,M,"[1.5, 2.2]",0.058249546312381474
received,dev-clean,8297,275154,7,M,"[2.2, 2.8]",0.07543038662498062
from,dev-clean,8297,275154,7,M,"[3.3, 3.4]",0.010307273921147914
Herbert,dev-clean,8297,275154,7,M,"[3.4, 4.0]",0.06863737114320052
Souls,dev-clean,174,168635,10,M,"[1.3, 1.9]",0.0292473199413843
perceived,dev-clean,174,168635,10,M,"[1.9, 2.6]",0.02450764625763848
each,dev-clean,174,168635,10,M,"[2.6, 2.7]",0.014027290464109884
other,dev-clean,174,168635,10,M,"[2.7, 3.0]",0.0265270277048994
necessary,dev-clean,174,168635,10,M,"[5.6, 6.4]",0.037922834651291065
illustration,dev-clean,1919,142785,39,F,"[0.30000000000000004, 1.3]",0.09206509594767028
marjoram,dev-clean,1919,142785,39,F,"[1.3, 2.3]",0.06684942946390796
when,dev-clean,1919,142785,15,F,"[0.1, 0.5]",0.051333640541755314
thick,dev-clean,1919,142785,15,F,"[1.4, 1.8]",0.12441958787934412
take,dev-clean,1919,142785,15,F,"[1.8, 2.3]",0.03654086256220725
should,dev-clean,1919,142785,15,F,"[3.2, 3.4]",0.061319570368047874
not,dev-clean,1919,142785,15,F,"[3.4, 3.6]",0.0424551340411068
boil,dev-clean,1919,142785,15,F,"[3.6, 3.9]",0.053194630472031684
what,dev-clean,6345,93302,16,F,"[0.0, 0.5]",0.048297618805291515
opinion,dev-clean,6345,93302,16,F,"[0.5, 0.9]",0.02822777065915535
would,dev-clean,6345,93302,16,F,"[0.9, 1.0]",0.10102002035728463
he,dev-clean,6345,93302,16,F,"[1.0, 1.1]",0.023499085122645647
form,dev-clean,6345,93302,16,F,"[1.1, 1.4]",0.041819608964147485
of,dev-clean,6345,93302,16,F,"[1.4, 1.5]",0.030177996927924236
the,dev-clean,6345,93302,16,F,"[1.5, 1.6]",0.0356344445373013
purity,dev-clean,6345,93302,16,F,"[1.6, 2.0]",0.09028539696350768
of,dev-clean,6345,93302,16,F,"[2.0, 2.1]",0.03113987232628365
her,dev-clean,6345,93302,16,F,"[2.1, 2.2]",0.0179560099632205
mind,dev-clean,6345,93302,16,F,"[2.2, 2.6]",0.021675211766213908
the,dev-clean,6345,93302,16,F,"[2.6, 2.8]",0.028636750144068725
incident,dev-clean,6345,93302,16,F,"[4.3, 4.5]",0.037113375146218035
like,dev-clean,6345,93302,16,F,"[4.5, 4.8]",0.0497912058375254
this,dev-clean,6345,93302,16,F,"[4.8, 5.0]",0.06463780551158486
failed,dev-clean,6345,93302,16,F,"[5.0, 5.5]",0.05040248583519765
to,dev-clean,6345,93302,16,F,"[5.5, 5.6]",0.017138430907519868
shock,dev-clean,6345,93302,16,F,"[5.6, 5.8]",0.05574863818475953
her,dev-clean,6345,93302,16,F,"[5.8, 5.9]",0.00792224609159013
we,dev-clean,174,84280,3,M,"[0.30000000000000004, 0.7000000000000001]",0.04773174513665397
range,dev-clean,174,84280,3,M,"[0.7000000000000001, 1.1]",0.07169955202516265
wider,dev-clean,174,84280,3,M,"[1.1, 1.6]",0.0649923384063973
last,dev-clean,174,84280,3,M,"[1.6, 2.4]",0.05611099823044097
longer,dev-clean,174,84280,3,M,"[2.4, 2.9]",0.10419527561307114
more,dev-clean,174,84280,3,M,"[4.0, 4.4]",0.09903393502398608
towards,dev-clean,174,84280,3,M,"[5.8, 6.1]",0.031707199805774404
understanding,dev-clean,174,84280,3,M,"[6.1, 6.3]",0.05379207578717435
Master,dev-clean,8297,275154,1,M,"[1.1, 1.7000000000000002]",0.09347161852867747
announced,dev-clean,8297,275154,1,M,"[1.7000000000000002, 2.1]",0.0854082856603428
that,dev-clean,8297,275154,1,M,"[2.1, 2.5]",0.06276801911974651
he,dev-clean,8297,275154,1,M,"[2.5, 2.7]",0.10548360516319047
had,dev-clean,8297,275154,1,M,"[2.7, 2.8]",0.11077084160364516
orders,dev-clean,8297,275154,1,M,"[2.8, 3.0]",0.1205649559466221
the,dev-clean,8297,275154,1,M,"[3.6, 3.8]",0.050704249039300285
vessel,dev-clean,8297,275154,1,M,"[3.8, 4.1]",0.09584995848612687
back,dev-clean,8297,275154,1,M,"[4.1, 4.5]",0.08101236488799676
to,dev-clean,8297,275154,1,M,"[4.5, 4.9]",0.06330857064857305
her,dev-clean,8297,275154,1,M,"[4.9, 5.0]",0.0901335995681792
no,dev-clean,8297,275154,1,M,"[6.5, 6.7]",0.145046667613977
other,dev-clean,8297,275154,1,M,"[6.7, 7.0]",0.0905351179719252
explanation,dev-clean,8297,275154,1,M,"[7.0, 7.4]",0.07772612532152838
than,dev-clean,8297,275154,1,M,"[7.4, 8.4]",0.061973424757525125
over,dev-clean,8297,275154,1,M,"[9.4, 9.7]",0.0840667260460281
he,dev-clean,1272,135031,7,M,"[0.30000000000000004, 0.7000000000000001]",0.05593435840174981
king,dev-clean,1272,135031,7,M,"[3.2, 3.5]",0.059579346283194126
mind,dev-clean,8297,275154,21,M,"[1.0, 1.5]",0.09543786301266967
wandering,dev-clean,8297,275154,21,M,"[1.5, 2.0]",0.07612076842716588
train,dev-clean,8297,275154,21,M,"[2.6, 3.3]",0.0530873959513006
of,dev-clean,8297,275154,21,M,"[3.3, 3.7]",0.033122454944594495
thought,dev-clean,8297,275154,21,M,"[3.7, 4.2]",0.04613387092553918
the,dev-clean,174,50561,4,M,"[0.30000000000000004, 0.7000000000000001]",0.009292613966876471
